customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,clv,spend_category
2740-tvlfn,male,0,0,0,1,1,yes,dsl,no,no,no,no,no,no,month-to-month,1,electronic check,50.15,50.15,0,50.15,medium
7771-cfqrq,female,0,1,1,47,1,no,dsl,no,yes,no,yes,no,yes,two year,0,bank transfer (automatic),63.8,3007.25,0,2998.6,medium
9512-phsmg,female,0,1,0,10,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,20.55,252.75,0,205.5,low
6963-ezqee,male,1,1,0,70,1,yes,dsl,yes,yes,yes,yes,yes,yes,two year,1,credit card (automatic),88.55,6306.5,0,6198.5,high
2452-kdrrh,male,1,0,0,67,1,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,1,credit card (automatic),101.4,6841.05,0,6793.8,very_high
2004-ocqxk,female,0,0,0,1,1,no,fiber optic,no,no,no,no,no,yes,month-to-month,1,electronic check,81.95,81.95,1,81.95,high
5027-qpkte,male,0,1,0,7,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,69.35,451.1,1,485.45,medium
4146-svfud,male,0,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,0,mailed check,44.6,44.6,0,44.6,medium
1564-hjuvy,male,0,0,0,4,1,no,dsl,no,yes,no,yes,yes,no,month-to-month,1,bank transfer (automatic),63.75,226.2,0,255,medium
3617-xlsgq,female,0,1,1,66,1,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,0,bank transfer (automatic),109.25,7082.5,0,7210.5,very_high
7517-ldmps,female,0,0,0,12,1,no,fiber optic,no,yes,no,no,no,yes,month-to-month,1,electronic check,84.6,1017.35,0,1015.2,high
7244-kxyzn,female,0,0,0,24,1,no,no,no,no,no,no,no,no,one year,0,credit card (automatic),20.45,527.35,0,490.8,low
5226-nozfc,male,0,0,0,26,1,no,fiber optic,no,yes,no,no,yes,no,month-to-month,1,electronic check,85.75,2146.5,0,2229.5,high
2672-huyvi,female,0,0,0,6,1,no,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,91.1,455.3,1,546.6,high
1400-wivll,male,0,1,0,57,1,yes,fiber optic,no,no,yes,yes,yes,yes,two year,0,electronic check,107.95,5969.85,0,6153.15,very_high
7508-mybog,male,0,1,0,14,1,yes,fiber optic,no,no,no,no,yes,no,month-to-month,1,electronic check,86.1,1235.55,1,1205.4,high
8148-nlegt,female,0,1,1,42,1,yes,no,no,no,no,no,no,no,two year,0,electronic check,22.95,1014.25,0,963.9,low
0148-dcdos,male,0,0,0,25,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,bank transfer (automatic),94.7,2362.1,1,2367.5,high
8347-gdtmp,female,0,1,0,64,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),19.45,1225.65,0,1244.8,low
9992-rramn,male,0,1,0,22,1,yes,fiber optic,no,no,no,no,no,yes,month-to-month,1,electronic check,85.1,1873.7,1,1872.2,high
6746-wauwt,male,0,0,0,19,1,no,no,no,no,no,no,no,no,one year,1,credit card (automatic),19.7,386.5,0,374.3,low
0310-mvlet,female,0,1,1,61,1,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,1,electronic check,99.15,6010.05,1,6048.15,high
0428-ikycp,male,0,1,0,22,1,no,fiber optic,no,no,yes,no,yes,no,month-to-month,1,bank transfer (automatic),87,1850.65,0,1914,high
4550-vbofe,male,1,1,0,70,1,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,1,electronic check,102.95,7101.5,1,7206.5,very_high
2187-pkzay,male,0,0,0,12,1,no,fiber optic,no,no,no,no,no,yes,month-to-month,1,bank transfer (automatic),79.95,1043.4,0,959.4,high
4003-octmp,female,0,1,0,31,1,no,dsl,yes,no,no,yes,no,yes,one year,1,electronic check,64,1910.75,0,1984,medium
6652-yffjo,female,0,0,0,11,1,no,dsl,no,no,no,no,yes,yes,month-to-month,1,electronic check,64.9,716.1,0,713.9,medium
7225-iilwy,male,0,1,1,68,1,yes,no,no,no,no,no,no,no,two year,0,mailed check,25.75,1686.15,0,1751,low
5248-rpyww,female,1,1,1,72,1,yes,dsl,yes,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),90.15,6716.45,0,6490.8,high
7923-iyjwy,male,1,0,0,67,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,1,credit card (automatic),116.1,7839.85,0,7778.7,very_high
3170-gwykc,female,0,0,0,60,1,no,fiber optic,yes,no,yes,yes,yes,yes,month-to-month,1,bank transfer (automatic),104.95,6236.75,0,6297,very_high
5696-qurrl,male,0,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,1,mailed check,45.05,45.05,1,45.05,medium
7409-kiutl,female,1,0,1,1,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,71,71,1,71,high
9830-eclen,male,0,1,1,58,0,no,dsl,yes,yes,yes,no,yes,no,one year,0,mailed check,50,2919.85,0,2900,medium
1732-vhubq,female,1,1,1,47,1,no,fiber optic,no,no,no,no,no,no,month-to-month,0,bank transfer (automatic),70.55,3309.25,1,3315.85,high
0495-rvcbf,female,0,0,0,1,1,no,fiber optic,no,no,no,no,no,yes,month-to-month,1,electronic check,79.7,79.7,1,79.7,high
2668-tzsps,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.45,20.45,0,20.45,low
7854-edssa,male,0,0,0,22,1,yes,dsl,yes,yes,no,no,no,no,month-to-month,0,electronic check,59,1254.7,1,1298,medium
8869-torss,female,0,0,0,48,1,no,dsl,yes,no,yes,yes,no,no,one year,1,credit card (automatic),60.35,2896.4,1,2896.8,medium
7446-sfaoa,female,0,1,0,37,1,no,no,no,no,no,no,no,no,one year,1,bank transfer (automatic),19.85,717.5,0,734.45,low
9522-zsinc,male,0,0,0,13,1,no,no,no,no,no,no,no,no,one year,1,electronic check,19.95,253.8,0,259.35,low
8234-gszyk,male,0,0,0,43,1,yes,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),26.45,1110.05,0,1137.35,low
6505-oznpg,female,0,0,0,6,0,no,dsl,yes,yes,yes,yes,yes,yes,two year,1,mailed check,63.4,348.8,0,380.4,medium
6164-haqtx,male,0,0,0,71,0,no,dsl,yes,yes,yes,yes,yes,no,two year,0,bank transfer (automatic),53.95,3888.65,0,3830.45,medium
0679-idstg,female,1,1,1,1,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,69.25,69.25,1,69.25,medium
7765-lwvvh,female,0,1,1,72,1,yes,fiber optic,yes,yes,no,no,yes,no,two year,1,electronic check,95.1,6843.15,0,6847.2,high
1658-tjvoa,female,1,0,0,6,1,no,fiber optic,yes,no,no,no,no,no,month-to-month,1,electronic check,74.1,450.9,0,444.6,high
0953-lgovu,male,0,1,1,12,0,no,dsl,no,yes,no,yes,no,no,month-to-month,0,mailed check,35.5,432.25,0,426,medium
2115-bftiw,male,0,0,0,25,1,no,fiber optic,no,no,no,no,no,no,month-to-month,0,mailed check,70.95,1767.35,1,1773.75,high
4692-nnqru,female,0,1,0,21,1,no,fiber optic,no,no,yes,yes,no,no,one year,0,electronic check,79.2,1742.45,0,1663.2,high
7742-mypgi,female,0,1,1,6,1,no,dsl,no,no,no,yes,no,no,month-to-month,1,mailed check,48.8,297.35,0,292.8,medium
0611-dfxko,male,0,1,0,20,1,no,fiber optic,no,no,no,no,yes,yes,month-to-month,1,mailed check,89,1820.45,1,1780,high
7780-otdso,male,0,1,0,18,1,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,1,electronic check,99.4,1742.95,1,1789.2,high
9619-gsatl,female,0,0,0,43,1,no,dsl,no,yes,no,yes,no,no,one year,0,electronic check,55.45,2444.25,0,2384.35,medium
5622-uejfi,female,0,1,1,35,1,yes,no,no,no,no,no,no,no,two year,1,credit card (automatic),25.4,949.8,0,889,low
9747-ddzos,female,0,0,0,1,1,no,fiber optic,no,no,yes,no,no,no,month-to-month,0,bank transfer (automatic),73.5,73.5,1,73.5,high
0674-dgmaq,male,1,1,0,32,1,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,1,electronic check,93.5,2970.8,0,2992,high
6203-hbzpa,male,0,0,0,52,0,no,dsl,yes,yes,yes,yes,yes,yes,two year,0,credit card (automatic),63.9,3334.95,0,3322.8,medium
0484-ffvbj,male,0,0,0,32,1,no,dsl,no,no,no,no,yes,yes,one year,1,bank transfer (automatic),64.85,2010.95,0,2075.2,medium
0301-fidrb,female,0,1,1,72,0,no,dsl,yes,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),63.8,4684.3,0,4593.6,medium
4139-jpiam,male,0,0,0,51,0,no,dsl,yes,no,no,yes,no,yes,month-to-month,1,credit card (automatic),44.45,2181.55,0,2266.95,medium
2181-tidsv,male,0,1,1,68,1,no,no,no,no,no,no,no,no,two year,1,bank transfer (automatic),19.95,1303.25,0,1356.6,low
2761-xecqw,male,1,1,0,8,0,no,dsl,no,yes,yes,no,no,yes,month-to-month,1,mailed check,43.35,371.4,0,346.8,medium
1936-czakf,male,0,1,0,49,0,no,dsl,no,yes,no,no,yes,yes,two year,0,credit card (automatic),49.65,2409.9,0,2432.85,medium
9453-patos,female,0,1,0,72,1,no,dsl,yes,yes,yes,yes,yes,yes,two year,0,mailed check,85.1,6155.4,0,6127.2,high
0564-jjhgs,male,0,0,0,9,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,95.5,829.1,1,859.5,high
3348-cfrnx,female,0,1,0,28,1,no,fiber optic,yes,no,no,no,yes,yes,month-to-month,1,mailed check,92.35,2602.9,1,2585.8,high
4402-ftbxc,male,0,0,0,54,1,no,fiber optic,yes,no,yes,no,yes,no,month-to-month,0,mailed check,89.8,4667,0,4849.2,high
1428-gtbjj,male,0,0,0,11,1,no,fiber optic,no,yes,no,no,no,no,month-to-month,1,electronic check,74.55,824.75,1,820.05,high
2931-xiqbr,female,0,1,1,50,1,no,fiber optic,no,no,yes,yes,yes,yes,one year,0,mailed check,103.05,5153.5,0,5152.5,very_high
0106-ugrdo,female,0,1,0,69,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,1,electronic check,116,8182.85,0,8004,very_high
5542-tbbwb,male,0,0,0,1,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,69.9,69.9,0,69.9,medium
1930-qpbvz,male,0,1,1,68,1,no,fiber optic,yes,yes,no,yes,no,yes,two year,0,bank transfer (automatic),95.1,6683.4,0,6466.8,high
2606-pkwjb,male,0,0,1,40,0,no,dsl,yes,yes,no,yes,no,no,one year,0,mailed check,40.25,1564.05,0,1610,medium
5322-zsmzy,male,0,1,1,31,1,yes,no,no,no,no,no,no,no,two year,0,mailed check,25.75,755.6,0,798.25,low
8059-udzfy,female,1,0,1,33,1,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,1,bank transfer (automatic),105.35,3465.05,0,3476.55,very_high
7740-btpux,male,1,1,0,55,1,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,1,electronic check,113.6,6292.7,0,6248,very_high
5220-agaax,male,0,1,1,68,1,yes,no,no,no,no,no,no,no,two year,1,bank transfer (automatic),24,1664.3,0,1632,low
0208-bpqej,female,0,1,1,12,1,no,no,no,no,no,no,no,no,month-to-month,0,bank transfer (automatic),19.4,198.1,0,232.8,low
9435-jmlsx,male,0,1,0,71,1,no,dsl,yes,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),86.1,6045.9,0,6113.1,high
3352-almck,male,0,0,0,40,1,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,1,mailed check,102.65,4108.15,0,4106,very_high
5312-ircfr,female,0,1,1,64,1,yes,fiber optic,no,yes,yes,no,no,yes,one year,1,electronic check,92.85,5980.75,0,5942.4,high
5294-imhht,male,0,1,0,53,1,yes,fiber optic,no,yes,no,yes,no,yes,one year,0,bank transfer (automatic),97.75,5043.2,0,5180.75,high
8802-unojf,male,1,0,0,12,1,no,fiber optic,no,yes,yes,yes,no,no,month-to-month,1,mailed check,83.8,1029.75,1,1005.6,high
6313-gidit,male,1,0,0,53,0,no,dsl,no,yes,yes,no,yes,yes,month-to-month,1,electronic check,54.45,2854.55,1,2885.85,medium
6176-yjwas,male,0,1,0,72,1,yes,fiber optic,yes,yes,yes,no,yes,no,two year,1,credit card (automatic),97.95,7114.25,0,7052.4,high
5310-noova,male,0,0,0,46,1,no,no,no,no,no,no,no,no,two year,0,electronic check,19.95,907.05,0,917.7,low
4526-exkkn,male,0,0,0,40,1,yes,no,no,no,no,no,no,no,two year,1,mailed check,24.6,973.95,0,984,low
5311-ihlei,male,0,0,0,12,0,no,dsl,yes,yes,no,yes,yes,no,month-to-month,1,bank transfer (automatic),50.95,605.75,0,611.4,medium
3987-kqddu,male,0,0,0,9,1,no,fiber optic,yes,no,no,no,no,no,month-to-month,0,electronic check,75.6,661.55,0,680.4,high
3404-jnxax,female,0,1,1,51,1,yes,fiber optic,no,no,no,yes,no,no,month-to-month,1,electronic check,80.75,4116.9,0,4118.25,high
5131-ponji,male,0,1,1,49,1,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,1,credit card (automatic),90.4,4494.65,0,4429.6,high
2845-afftx,male,1,1,0,41,1,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,1,electronic check,99.8,4259.3,1,4091.8,high
3489-vsfrd,female,0,0,0,56,1,no,dsl,yes,no,yes,yes,no,no,one year,1,credit card (automatic),60.25,3282.75,0,3374,medium
3345-jhueo,male,0,0,0,4,1,no,no,no,no,no,no,no,no,month-to-month,1,electronic check,20.2,55.7,0,80.8,low
5815-hgghv,male,0,1,0,20,1,no,dsl,yes,no,no,yes,no,yes,one year,1,mailed check,64.15,1274.45,0,1283,medium
5260-umpwx,female,0,1,1,26,1,no,no,no,no,no,no,no,no,month-to-month,1,credit card (automatic),20.25,493.95,0,526.5,low
2249-yprng,female,0,1,1,20,1,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,1,bank transfer (automatic),105.85,2239.65,1,2117,very_high
7410-ytjik,female,0,0,0,7,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,0,mailed check,75.45,480.75,1,528.15,high
4626-gyczp,male,0,0,0,7,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,93.85,635.6,1,656.95,high
5649-rxqtv,male,0,0,0,51,1,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,1,electronic check,99,5038.15,0,5049,high
2674-miaht,female,0,0,0,4,1,yes,fiber optic,no,yes,no,no,no,no,month-to-month,1,mailed check,80.3,324.2,0,321.2,high
2576-hxmpa,female,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,credit card (automatic),19.55,19.55,0,19.55,low
7587-aovvu,male,0,1,1,27,1,yes,fiber optic,yes,yes,no,yes,yes,no,month-to-month,0,electronic check,100.75,2793.55,0,2720.25,very_high
5590-bynii,male,0,0,0,22,1,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,1,electronic check,100.75,2095,1,2216.5,very_high
6898-mdlzw,male,0,0,0,12,1,no,dsl,no,yes,no,yes,no,no,month-to-month,1,mailed check,53.75,648.65,0,645,medium
3237-ajgeh,female,0,1,1,3,0,no,dsl,no,no,no,yes,no,no,month-to-month,1,mailed check,31,95.05,1,93,medium
4707-ynoqa,female,0,1,1,34,1,yes,no,no,no,no,no,no,no,one year,1,credit card (automatic),25.6,917.15,0,870.4,low
9357-ujrun,male,0,1,0,24,1,yes,dsl,yes,no,no,yes,no,no,one year,1,electronic check,58.35,1346.9,0,1400.4,medium
1591-nfnlq,male,0,0,0,51,1,yes,fiber optic,no,no,yes,no,no,no,month-to-month,0,credit card (automatic),80,4242.35,1,4080,high
8648-pfrmp,female,1,0,0,14,0,no,dsl,no,no,no,no,yes,yes,month-to-month,1,electronic check,46.35,672.7,0,648.9,medium
7663-cuxzb,male,0,1,0,59,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,0,electronic check,113.75,6561.25,0,6711.25,very_high
0258-nokbl,male,0,0,0,3,1,no,fiber optic,no,yes,yes,no,no,yes,month-to-month,0,electronic check,90.4,268.45,0,271.2,high
1163-vipri,female,0,1,1,65,1,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,0,electronic check,109.3,7337.55,0,7104.5,very_high
2815-cptul,male,1,0,0,5,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,mailed check,70.25,331.9,1,351.25,high
9348-rouai,female,0,1,1,59,1,yes,dsl,yes,yes,yes,yes,yes,yes,two year,0,credit card (automatic),90.3,5194.05,0,5327.7,high
9443-jubuo,male,0,1,1,72,0,no,dsl,yes,yes,yes,yes,yes,yes,two year,1,credit card (automatic),65.25,4478.85,0,4698,medium
0596-bqceq,female,0,1,1,62,1,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,1,electronic check,100.15,6283.3,1,6209.3,very_high
1481-zuwza,male,0,0,0,28,1,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,1,credit card (automatic),94.5,2659.4,1,2646,high
3043-tybno,male,0,0,0,3,1,no,dsl,no,no,no,yes,no,yes,month-to-month,0,mailed check,60.65,196.9,0,181.95,medium
4830-faxfm,male,0,0,1,19,1,yes,no,no,no,no,no,no,no,month-to-month,1,credit card (automatic),24.1,439.2,0,457.9,low
5906-bfozt,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,19.5,19.5,0,19.5,low
2960-nkrso,male,0,0,0,24,1,no,fiber optic,no,yes,yes,yes,no,no,month-to-month,1,electronic check,85.95,2107.15,0,2062.8,high
8996-zroxe,male,1,0,0,57,1,no,dsl,no,no,yes,yes,no,no,one year,1,electronic check,53.5,3035.8,0,3049.5,medium
5598-ikhqq,female,0,0,0,72,1,yes,no,no,no,no,no,no,no,two year,0,credit card (automatic),25.45,1866.45,0,1832.4,low
0397-zxwqf,male,0,0,0,67,1,no,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),20.5,1430.95,0,1373.5,low
5266-pfrqk,male,0,1,1,52,1,no,no,no,no,no,no,no,no,one year,1,credit card (automatic),20.85,1071.6,0,1084.2,low
4674-hgnua,male,0,1,1,71,1,yes,dsl,yes,yes,yes,yes,yes,yes,two year,0,credit card (automatic),89.9,6457.15,0,6382.9,high
6765-mbqnu,female,0,1,0,26,1,yes,no,no,no,no,no,no,no,one year,0,mailed check,26,684.05,0,676,low
9786-ijydl,female,0,0,0,35,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,1,mailed check,113.2,3914.05,0,3962,very_high
1303-srdok,female,0,1,1,55,1,no,fiber optic,no,no,no,no,no,no,two year,1,credit card (automatic),69.05,3842.6,0,3797.75,medium
3769-mhznv,female,0,1,1,33,1,no,no,no,no,no,no,no,no,two year,0,mailed check,20.1,670.35,0,663.3,low
6295-osinb,male,0,1,0,72,1,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,1,electronic check,109.65,7880.25,0,7894.8,very_high
3308-mhooc,male,0,0,1,1,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,19.2,19.2,0,19.2,low
2309-osfeu,male,0,0,0,10,0,no,dsl,no,no,no,no,no,yes,month-to-month,1,mailed check,33.9,298.45,1,339,medium
2207-qpjed,female,1,1,0,37,1,no,fiber optic,no,no,yes,yes,yes,no,month-to-month,0,electronic check,90,3371.75,0,3330,high
4177-jpdfu,male,0,0,0,12,0,no,dsl,no,yes,no,yes,no,no,month-to-month,0,mailed check,34,442.45,0,408,medium
2239-cfouj,male,0,1,1,1,1,no,no,no,no,no,no,no,no,one year,0,mailed check,20.4,20.4,0,20.4,low
8046-dnvtl,male,0,1,0,62,0,no,dsl,yes,yes,no,yes,no,no,two year,1,credit card (automatic),38.6,2345.55,0,2393.2,medium
2209-xadxf,female,0,0,0,1,0,no,dsl,no,no,no,no,no,no,month-to-month,0,bank transfer (automatic),25.25,25.25,0,25.25,low
6620-jdynw,female,0,0,0,18,1,yes,dsl,yes,no,yes,no,no,no,month-to-month,1,mailed check,60.6,1156.35,0,1090.8,medium
1891-fzysa,male,1,1,0,69,1,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,1,electronic check,89.95,6143.15,1,6206.55,high
4770-uezox,male,0,0,0,2,1,no,fiber optic,no,yes,no,no,no,no,month-to-month,1,electronic check,74.75,144.8,0,149.5,high
1038-rqost,male,0,1,1,19,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.6,414.95,0,391.4,low
7613-llqfo,male,0,0,0,12,1,yes,fiber optic,no,no,no,no,yes,no,month-to-month,1,electronic check,84.45,1059.55,1,1013.4,high
4568-ttzrt,male,0,0,0,9,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.4,181.8,0,183.6,low
9513-dxhda,male,0,0,0,27,1,no,dsl,yes,no,yes,yes,yes,yes,one year,0,electronic check,81.7,2212.55,0,2205.9,high
2640-pmgfl,male,0,0,1,27,1,yes,fiber optic,no,no,no,yes,no,no,month-to-month,1,electronic check,79.5,2180.55,1,2146.5,high
3801-hmynl,male,0,1,1,1,1,no,fiber optic,no,no,no,no,yes,yes,month-to-month,0,mailed check,89.15,89.15,1,89.15,high
0516-qreyc,female,1,0,0,24,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,20.3,459.95,0,487.2,low
9685-wkzgt,male,1,0,0,14,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,74.95,1036.75,1,1049.3,high
6022-uggso,female,1,0,0,32,1,no,fiber optic,no,yes,no,no,no,no,month-to-month,1,electronic check,74.4,2276.95,1,2380.8,high
8084-oivbs,female,0,0,0,11,1,no,no,no,no,no,no,no,no,one year,0,mailed check,20,211.95,0,220,low
8896-bqtti,male,0,0,0,1,1,yes,no,no,no,no,no,no,no,month-to-month,1,mailed check,25,25,0,25,low
3865-qbwsj,male,1,0,1,38,1,yes,fiber optic,yes,no,no,no,no,no,month-to-month,1,mailed check,80.45,3162.65,0,3057.1,high
3352-ricwq,female,0,1,1,9,1,no,no,no,no,no,no,no,no,two year,0,mailed check,19.75,210.65,0,177.75,low
2160-gpfxd,male,0,1,1,54,1,yes,dsl,yes,yes,no,yes,no,no,two year,1,credit card (automatic),65.65,3566.7,0,3545.1,medium
2065-mmkgr,female,0,0,0,29,1,yes,dsl,no,no,no,no,yes,yes,one year,1,credit card (automatic),71,2080.1,0,2059,high
5857-tybcj,male,1,1,0,44,1,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,1,electronic check,89.2,4040.2,0,3924.8,high
1498-nhtlt,male,0,1,1,59,1,no,dsl,yes,yes,yes,yes,yes,yes,two year,1,electronic check,86.75,5186,0,5118.25,high
4484-cgxfk,female,0,0,0,3,1,no,dsl,no,no,no,no,no,yes,month-to-month,1,electronic check,55.3,196.15,1,165.9,medium
1402-pthgn,female,0,1,1,18,1,no,dsl,yes,yes,no,yes,no,no,one year,1,mailed check,61.5,1087.45,0,1107,medium
4176-reljr,male,1,0,0,67,1,yes,no,no,no,no,no,no,no,two year,0,credit card (automatic),25.1,1672.15,0,1681.7,low
6214-edakz,female,0,1,1,22,1,no,dsl,no,yes,no,yes,no,no,month-to-month,0,electronic check,55.15,1206.05,1,1213.3,medium
5199-fpusp,male,0,0,1,33,0,no,dsl,yes,no,no,yes,no,no,one year,0,credit card (automatic),34.05,1113.95,0,1123.65,medium
6377-kslxc,male,0,0,0,5,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.95,107.05,0,99.75,low
1796-janow,female,0,0,0,2,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.95,38.15,0,39.9,low
0238-whbiq,male,0,1,1,72,1,yes,dsl,yes,yes,yes,yes,yes,yes,two year,0,credit card (automatic),89.7,6339.3,0,6458.4,high
8735-nblwt,male,0,0,1,9,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.4,184.1,0,183.6,low
6651-rlggm,male,0,1,1,67,1,yes,no,no,no,no,no,no,no,two year,0,mailed check,26.3,1688.9,0,1762.1,low
6127-isgtu,female,0,1,0,16,1,yes,fiber optic,no,no,no,no,yes,no,month-to-month,1,electronic check,84.95,1378.25,1,1359.2,high
1614-jbebi,female,0,0,0,8,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,20.7,137.6,0,165.6,low
8740-xlhdr,male,0,0,0,5,0,no,dsl,yes,yes,yes,yes,no,no,month-to-month,1,mailed check,43.25,219,1,216.25,medium
1208-dnhln,male,0,1,1,23,1,yes,dsl,no,no,no,no,no,no,one year,1,credit card (automatic),48.35,1067.15,1,1112.05,medium
1761-aezzr,male,0,0,0,1,1,no,fiber optic,no,no,no,no,yes,no,month-to-month,1,electronic check,79.55,79.55,1,79.55,high
3923-csihk,female,1,1,0,50,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,71.05,3444.85,1,3552.5,high
5696-excys,male,0,0,0,17,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),19.45,369.05,0,330.65,low
5795-ktgud,female,0,1,0,68,1,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,1,bank transfer (automatic),110.8,7553.6,0,7534.4,very_high
7120-rfmvs,male,0,0,0,1,1,yes,fiber optic,no,no,no,no,yes,no,month-to-month,0,electronic check,84.5,84.5,1,84.5,high
7924-gjzfi,female,1,1,0,25,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,69.3,1813.1,0,1732.5,medium
4702-hdrkd,male,0,0,0,67,0,no,dsl,yes,no,yes,yes,yes,no,one year,1,bank transfer (automatic),49.35,3321.35,0,3306.45,medium
8512-wiwyv,male,0,0,0,32,1,no,no,no,no,no,no,no,no,one year,0,credit card (automatic),20.35,707.5,0,651.2,low
5897-zyekh,female,1,1,0,67,1,yes,fiber optic,yes,yes,no,no,yes,yes,one year,1,electronic check,105.6,7112.15,0,7075.2,very_high
5456-itgic,male,1,1,0,72,0,no,dsl,yes,yes,yes,yes,yes,yes,two year,1,credit card (automatic),64.45,4641.1,0,4640.4,medium
